YBL067C	YOL087C
YNL232W	YGR095C
YNL232W	YGR158C
YNL232W	YGR195W
YNL232W	YHR069C
YNL232W	YOL142W
YNL232W	YOL021C
YOL142W	YDL111C
YOL142W	YGR095C
YOL142W	YGR158C
YOL142W	YGR195W
YOL142W	YHR069C
YOL142W	YDR280W
YGR095C	YDL111C
YGR095C	YDR280W
YGR095C	YGR158C
YGR095C	YGR195W
YGR095C	YOL021C
YGR095C	YHR069C
YDL111C	YGR195W
YDL111C	YDR280W
YDL111C	YHR069C
YDL111C	YGR158C
YDL111C	YOL021C
YHR069C	YGR158C
YHR069C	YDR280W
YHR069C	YGR195W
YHR069C	YOL021C
YDR280W	YGR158C
YDR280W	YOL021C
YDR280W	YGR195W
YGR158C	YOL021C
YGR158C	YGR195W
YGR195W	YOL021C
YPR181C	YPL218W
YCL017C	YDL120W
YOR341W	YJR063W
YJR063W	YPR010C
YJL050W	YDL175C
YJL050W	YIL079C
YJL050W	YOL115W
YDR148C	YIL125W
YNL031C	YJL115W
YBR010W	YJL115W
YGR002C	YDR485C
YBL008W	YJL115W
YOR001W	YJL050W
YOL142W	YJL050W
YDL208W	YHR072W-A
YHR089C	YHR072W-A
YOL142W	YOL021C
YPL240C	YKL117W
YER093C	YOL078W
YNL006W	YOL078W
YOL078W	YKL203C
YJR102C	YLR417W
YPL002C	YLR417W
YDL029W	YFL039C
YDR225W	YDR224C
YDL235C	YIL147C
YDR328C	YMR094W
YDR328C	YGR140W
YIL035C	YOR039W
YPR025C	YPL122C
YDR460W	YPR025C
YPL122C	YDR311W
YPL122C	YLR005W
YPL122C	YPR056W
YDR311W	YLR005W
YCR052W	YFR037C
YCR052W	YIL126W
YCR052W	YLR321C
YCR052W	YPR034W
YCR052W	YLR357W
YCR052W	YKR008W
YCR052W	YMR033W
YFR037C	YIL126W
YFR037C	YLR321C
YFR037C	YLR357W
YFR037C	YPR034W
YFR037C	YKR008W
YFR037C	YMR033W
YIL126W	YPR034W
YIL126W	YLR321C
YIL126W	YMR033W
YIL126W	YLR357W
YIL126W	YML127W
YIL126W	YKR008W
YLR321C	YPR034W
YLR321C	YKR008W
YLR357W	YKR008W
YLR085C	YDR334W
YCR066W	YGL058W
YGL058W	YDL074C
YGL058W	YGR184C
YBR135W	YBR160W
YOR069W	YJL053W
YOR069W	YJL154C
YJL053W	YJL154C
YGL120C	YLR424W
YOR341W	YPR010C
YNL248C	YOR340C
YDL208W	YHR089C
YJL109C	YPL126W
YJL109C	YMR093W
YMR093W	YPL126W
YPL126W	YGR128C
YGR128C	YHR196W
YKL160W	YML010W
YGL244W	YML010W
YBR279W	YLR418C
YBR279W	YGL244W
YBR279W	YOR123C
YLR418C	YGL244W
YLR418C	YOR123C
YGL244W	YOR123C
YBL008W	YOR038C
YOR038C	YJR140C
YIL084C	YOL004W
YOL004W	YNL097C
YNL330C	YNL097C
YOL004W	YMR075W
YOL004W	YNL330C
YMR075W	YPR023C
YPR023C	YNL330C
YOR001W	YOL021C
YJR053W	YMR055C
YEL037C	YPL096W
YGR244C	YOR142W
YDL120W	YPL135W
YIL115C	YLR335W
YLR335W	YJL041W
YDL065C	YDR329C
Q0085	YDL004W
Q0085	YBR039W
Q0085	YJR121W
Q0085	YBL099W
YDR298C	YBR039W
YDR298C	YDL004W
YDR298C	YJR121W
YDR298C	YBL099W
YPL078C	YBR039W
YPL078C	YDL004W
YPL078C	YJR121W
YDL004W	Q0130
YDL004W	YKL016C
YBR039W	YKL016C
YBR039W	Q0130
Q0130	YJR121W
Q0130	YPL271W
YJR121W	YKL016C
YAL026C	YCR094W
YDR407C	YMR218C
YER093C	YNL006W
YER093C	YKL203C
YDL175C	YOL115W
YIL079C	YNL299W
YAL033W	YIR015W
YIR015W	YBR257W
YIR015W	YHR062C
YIR015W	YNL221C
Q0085	YDR298C
Q0085	YPL078C
Q0085	Q0130
YDR298C	Q0130
Q0130	YKL016C
YIL062C	YKL013C
YMR094W	YGR140W
YMR094W	YMR168C
YGR140W	YMR168C
YAR008W	YLR105C
YCR092C	YDR097C
YDR252W	YHR193C
YHR193C	YPL037C
YJR102C	YPL002C
YBR127C	YEL027W
YBR127C	YMR054W
YBR127C	YPL234C
YBR127C	YHR026W
YEL027W	YOR332W
YEL027W	YPR036W
YEL027W	YGR020C
YEL027W	YEL051W
YEL027W	YHR039C-A
YEL027W	YKL080W
YMR054W	YGR020C
YMR054W	YOR332W
YMR054W	YKL080W
YMR054W	YEL051W
YMR054W	YHR039C-A
YPL234C	YEL051W
YPL234C	YPR036W
YPL234C	YKL080W
YPL234C	YOR332W
YGR020C	YHR026W
YHR026W	YEL051W
YHR026W	YKL080W
YHR026W	YHR039C-A
YHR026W	YOR332W
YHR039C-A	YLR447C
YDL004W	YBL099W
YDL004W	YJR121W
YBR039W	YJR121W
YBR039W	YBL099W
YJR121W	YPL271W
YDL116W	YJR042W
YDL116W	YGL092W
YDL116W	YGL100W
YDL116W	YKR082W
YDL116W	YKL057C
YJR042W	YGL100W
YJR042W	YKR082W
YJR042W	YKL057C
YJR042W	YGL092W
YGL092W	YGL100W
YGL092W	YKL057C
YGL100W	YKR082W
YKR082W	YKL057C
YKL173W	YHR165C
YNL006W	YJR066W
YNL006W	YKL203C
YCL009C	YMR108W
YIL115C	YJL061W
YIL115C	YJL041W
YIL115C	YMR047C
YER107C	YMR047C
YJL006C	YKL139W
YDL004W	YBR039W
YDL004W	YPL271W
YBR039W	YPL271W
YFR002W	YGR119C
YFR002W	YJL041W
YFR002W	YGL172W
YGR119C	YGL172W
YGR119C	YJL041W
YGL172W	YJL041W
YBR127C	YGR020C
YBR127C	YEL051W
YBR127C	YOR270C
YBR127C	YOR332W
YBR127C	YHR039C-A
YBR127C	YKL080W
YGR020C	YEL051W
YGR020C	YOR270C
YGR020C	YOR332W
YOR270C	YOR332W
YOR270C	YHR039C-A
YOR270C	YKL080W
YOR332W	YHR039C-A
YOR332W	YKL080W
YHR039C-A	YKL080W
YDR298C	YPL078C
YJR121W	YBL099W
YAL033W	YHR062C
YAL033W	YBR257W
YAL033W	YNL221C
YHR062C	YBR257W
YNL178W	YDR450W
YNL178W	YER131W
YNL178W	YGL123W
YNL178W	YGL189C
YNL178W	YGR214W
YNL178W	YJR123W
YNL178W	YLR048W
YNL178W	YLR264W
YNL178W	YML026C
YNL178W	YOL040C
YNL178W	YNL302C
YNL178W	YOR293W
YNL178W	YOR167C
YNL178W	YOL121C
YNL178W	YMR230W
YJR123W	YDR450W
YJR123W	YER131W
YJR123W	YGL123W
YJR123W	YGL189C
YJR123W	YGR214W
YJR123W	YOL121C
YJR123W	YLR264W
YJR123W	YLR048W
YJR123W	YOR167C
YJR123W	YML026C
YJR123W	YOR293W
YJR123W	YNL302C
YJR123W	YOL040C
YOL040C	YDR450W
YOL040C	YER131W
YOL040C	YGL123W
YOL040C	YGL189C
YOL040C	YGR214W
YOL040C	YLR048W
YOL040C	YLR264W
YOL040C	YML026C
YOL040C	YNL302C
YOL040C	YOR167C
YOL040C	YOL121C
YOL040C	YOR293W
YOL040C	YMR230W
YGL123W	YDR450W
YGL123W	YER131W
YGL123W	YNL302C
YGL123W	YGR214W
YGL123W	YOR293W
YGL123W	YML026C
YGL123W	YOR167C
YGL123W	YGL189C
YGL123W	YLR048W
YGL123W	YLR264W
YGL123W	YOL121C
YJR006W	YDL102W
YJR006W	YJR043C
YEL027W	YOR270C
YEL027W	YHR026W
YEL027W	YMR054W
YEL027W	YLR447C
YMR054W	YLR447C
YPL234C	YHR026W
YPL234C	YLR447C
YHR026W	YLR447C
YOR270C	YLR447C
YER131W	YDR450W
YER131W	YOL121C
YER131W	YLR264W
YER131W	YLR048W
YER131W	YOR167C
YER131W	YML026C
YER131W	YOR293W
YER131W	YGR214W
YER131W	YNL302C
YCR092C	YOL090W
YOL090W	YDR097C
YLR264W	YDR450W
YLR264W	YGL189C
YLR264W	YGR214W
YLR264W	YLR048W
YLR264W	YOL121C
YLR264W	YML026C
YLR264W	YOR293W
YLR264W	YNL302C
YOL121C	YDR450W
YOL121C	YML026C
YOL121C	YGL189C
YOL121C	YGR214W
YOL121C	YLR048W
YOL121C	YOR293W
YOL121C	YOR167C
YDR450W	YNL302C
YDR450W	YGR214W
YDR450W	YOR293W
YDR450W	YOR167C
YDR450W	YGL189C
YDR450W	YLR048W
YOR167C	YGL189C
YOR167C	YGR214W
YOR167C	YLR048W
YOR167C	YML026C
YOR167C	YNL302C
YOR167C	YOR293W
YGL189C	YLR048W
YGL189C	YGR214W
YGL189C	YOR293W
YGL189C	YML026C
YGL189C	YNL302C
YLR048W	YOR293W
YLR048W	YML026C
YGR214W	YOR293W
YGR214W	YML026C
YGR214W	YNL302C
YML026C	YNL302C
YML026C	YOR293W
YOR293W	YNL302C
YFL037W	YML085C
YFL037W	YML124C
YHR024C	YLR163C
YKL148C	YLL041C
YLL041C	YKL141W
YML095C	YPL022W
YMR167W	YNL082W
YNL037C	YOR136W
YOL076W	YPR131C
YBL014C	YJL025W
YBL014C	YML043C
YDR331W	YHR188C
YDR331W	YLR088W
YHR188C	YLR088W
YBR167C	YGR030C
YBR195C	YML102W
YDL090C	YKL019W
YJL031C	YPR176C
